shipment_id,order_date,dispatch_date,promised_delivery_date,delivery_date,region,city,customer_type,shipment_type,carrier,product_category,weight_kg,distance_km,shipping_cost,order_value,delivery_status,delay_days,customer_rating,delivery_time_days,on_time_flag,cost_per_km,cost_per_kg
2550,10/14/2024,10/14/2024,10/18/2024,10/21/2024,Southern,Abha,VIP,Standard,LocalShip,Electronics,8.67,401,44.38,1037.31,Delayed,3,1,7,0,0.110673317,5.118800461
2551,7/19/2024,7/20/2024,7/25/2024,7/27/2024,Eastern,Khobar,Retail,Standard,AramexPlus,Home,8.35,181,25.73,113.54,Delayed,2,3,7,0,0.142154696,3.081437126
2552,1/28/2024,1/30/2024,2/2/2024,2/6/2024,Northern,Hail,Retail,Standard,LocalShip,Grocery,8.46,313,38.9,131.19,Delayed,4,2,7,0,0.12428115,4.598108747
2553,11/21/2024,11/21/2024,11/27/2024,11/27/2024,Eastern,Khobar,Business,Standard,PrimeRoute,Grocery,2.96,302,27.47,197.7,Delivered,0,5,6,1,0.090960265,9.280405405
2554,4/23/2024,4/24/2024,4/27/2024,4/27/2024,Central,Buraydah,Business,Express,LocalShip,Home,3.74,156,27.03,254.25,Delivered,0,4,3,1,0.173269231,7.227272727
2555,11/10/2024,11/12/2024,11/17/2024,11/17/2024,Southern,Abha,Retail,Standard,PrimeRoute,Electronics,1.11,235,27.17,2390.58,Delivered,0,4,5,1,0.115617021,24.47747748
2556,10/3/2024,10/4/2024,10/7/2024,10/9/2024,Southern,Jizan,Business,Express,PrimeRoute,Medical,10.33,673,80.99,161.22,Delayed,2,4,5,0,0.120341753,7.840271055
2557,12/26/2024,12/28/2024,1/2/2025,1/4/2025,Central,Riyadh,Retail,Standard,LocalShip,Electronics,4.54,247,25.98,1160.86,Delayed,2,3,7,0,0.105182186,5.72246696
2558,9/22/2024,9/23/2024,9/28/2024,9/28/2024,Eastern,Khobar,Retail,Standard,FastGo,Electronics,8.81,407,37.4,3159.94,Delivered,0,5,5,1,0.091891892,4.245175936
2559,10/1/2024,10/1/2024,10/5/2024,10/5/2024,Western,Makkah,VIP,Standard,PrimeRoute,Fashion,8.16,359,34.48,303.05,Delivered,0,4,4,1,0.096044568,4.225490196
2560,7/10/2024,7/11/2024,7/17/2024,7/19/2024,Northern,Tabuk,Retail,Standard,AramexPlus,Fashion,9.14,635,58.87,88.92,Delayed,2,4,8,0,0.092708661,6.440919037
2561,5/7/2024,5/8/2024,5/11/2024,5/11/2024,Eastern,Khobar,Business,Express,PrimeRoute,Medical,9.15,34,24.73,1355.46,Delivered,0,5,3,1,0.727352941,2.70273224
2562,2/22/2024,2/22/2024,2/25/2024,2/25/2024,Central,Riyadh,Retail,Standard,FastGo,Medical,19.76,51,28.36,388.82,Delivered,0,5,3,1,0.556078431,1.435222672
2563,3/21/2024,3/21/2024,3/27/2024,3/29/2024,Southern,Jizan,Business,Standard,LocalShip,Electronics,3.38,667,55.26,4920.08,Delayed,2,3,8,0,0.082848576,16.34911243
2564,11/19/2024,11/21/2024,11/27/2024,11/27/2024,Eastern,Khobar,Retail,Standard,FastGo,Fashion,0.74,326,26.89,184.62,Delivered,0,4,6,1,0.082484663,36.33783784
2565,7/12/2024,7/13/2024,7/19/2024,7/21/2024,Western,Jeddah,Retail,Standard,AramexPlus,Electronics,9.68,280,31.74,2861.75,Delayed,2,3,8,0,0.113357143,3.27892562
2566,2/9/2024,2/11/2024,2/17/2024,2/19/2024,Northern,Tabuk,Business,Standard,AramexPlus,Electronics,11.1,731,66.52,3781.1,Delayed,2,3,8,0,0.090998632,5.992792793
2567,10/4/2024,10/6/2024,10/9/2024,10/9/2024,Central,Buraydah,VIP,Express,FastGo,Electronics,7.27,351,43.38,1740.97,Delivered,0,4,3,1,0.123589744,5.96698762
2568,7/19/2024,7/20/2024,7/21/2024,7/22/2024,Southern,Abha,Business,Same-Day,FastGo,Medical,10.59,624,95.37,901.66,Delayed,1,3,2,0,0.152836538,9.005665722
2569,8/5/2024,8/6/2024,8/6/2024,8/7/2024,Western,Madinah,Retail,Same-Day,AramexPlus,Grocery,6.05,414,56.86,63.67,Delayed,1,4,1,0,0.137342995,9.398347107
2570,5/20/2024,5/22/2024,5/27/2024,5/29/2024,Southern,Najran,Retail,Standard,FastGo,Grocery,20.47,109,38.19,33.61,Delayed,2,3,7,0,0.350366972,1.865657059
2571,12/1/2024,12/2/2024,12/5/2024,12/7/2024,Northern,Tabuk,Retail,Standard,FastGo,Grocery,1.94,873,66.24,173.39,Delayed,2,4,5,0,0.075876289,34.1443299
2572,8/7/2024,8/8/2024,8/9/2024,8/11/2024,Southern,Jizan,Retail,Express,LocalShip,Grocery,4.31,649,71.6,28.42,Delayed,2,4,3,0,0.110323575,16.612529
2573,5/22/2024,5/23/2024,5/29/2024,5/30/2024,Central,Riyadh,Retail,Standard,LocalShip,Medical,7.59,387,35.42,234.42,Delayed,1,4,7,0,0.091524548,4.666666667
2574,1/9/2024,1/11/2024,1/16/2024,1/20/2024,Northern,Hail,Retail,Standard,PrimeRoute,Home,11.79,770,69.52,1460.78,Returned,4,2,9,0,0.090285714,5.896522477
2575,12/31/2024,12/31/2024,1/1/2025,1/3/2025,Northern,Hail,Retail,Same-Day,AramexPlus,Medical,3.43,382,61.14,1058.82,Delayed,2,4,3,0,0.160052356,17.82507289
2576,1/13/2024,1/14/2024,1/17/2024,1/17/2024,Central,Buraydah,Retail,Standard,PrimeRoute,Medical,5,311,29.55,1260.92,Delivered,0,4,3,1,0.095016077,5.91
2577,9/1/2024,9/3/2024,9/5/2024,9/6/2024,Northern,Tabuk,Retail,Express,LocalShip,Grocery,5.12,199,37.51,24.37,Delayed,1,4,3,0,0.188492462,7.326171875
2578,3/14/2024,3/14/2024,3/16/2024,3/16/2024,Southern,Abha,VIP,Express,AramexPlus,Grocery,5.22,120,31.47,68.43,Delivered,0,5,2,1,0.26225,6.028735632
2579,9/7/2024,9/8/2024,9/11/2024,9/11/2024,Central,Riyadh,Retail,Express,PrimeRoute,Fashion,2.51,126,23.8,246.66,Delivered,0,4,3,1,0.188888889,9.482071713
2580,7/25/2024,7/27/2024,7/30/2024,7/31/2024,Southern,Abha,Retail,Standard,FastGo,Fashion,3.39,767,61.27,229.35,Delayed,1,3,4,0,0.07988266,18.07374631
2581,9/9/2024,9/11/2024,9/17/2024,9/18/2024,Southern,Jizan,Retail,Standard,PrimeRoute,Electronics,10.83,171,32.66,4869.46,Delayed,1,4,7,0,0.190994152,3.015697138
2582,3/18/2024,3/18/2024,3/20/2024,3/20/2024,Eastern,Khobar,VIP,Express,AramexPlus,Grocery,7.23,387,45.67,95.17,Delivered,0,4,2,1,0.118010336,6.316735823
2583,5/17/2024,5/19/2024,5/23/2024,5/24/2024,Central,Buraydah,Retail,Standard,LocalShip,Electronics,4.43,296,28.34,1831.04,Delayed,1,3,5,0,0.095743243,6.397291196
2584,9/12/2024,9/14/2024,9/18/2024,9/22/2024,Western,Madinah,Retail,Standard,LocalShip,Medical,9.26,458,40.31,1397.72,Delayed,4,1,8,0,0.0880131,4.353131749
2585,8/24/2024,8/26/2024,8/30/2024,8/30/2024,Eastern,Jubail,VIP,Standard,PrimeRoute,Grocery,6.46,21,16.22,182.9,Delivered,0,4,4,1,0.772380952,2.510835913
2586,12/24/2024,12/25/2024,12/28/2024,12/28/2024,Northern,Tabuk,Retail,Express,FastGo,Home,6.86,417,56.69,880.15,Delivered,0,5,3,1,0.135947242,8.263848397
2587,3/23/2024,3/25/2024,3/28/2024,3/28/2024,Central,Buraydah,Business,Express,PrimeRoute,Electronics,6.38,306,39.53,2861.59,Delivered,0,4,3,1,0.129183007,6.195924765
2588,4/11/2024,4/11/2024,4/16/2024,4/18/2024,Southern,Najran,Retail,Standard,FastGo,Fashion,10.42,424,47.44,475.93,Delayed,2,3,7,0,0.111886792,4.552783109
2589,9/10/2024,9/12/2024,9/16/2024,9/16/2024,Northern,Tabuk,Retail,Standard,FastGo,Home,7.71,216,32.36,839.41,Delivered,0,5,4,1,0.149814815,4.197146563
2590,10/7/2024,10/7/2024,10/11/2024,10/12/2024,Western,Madinah,VIP,Standard,LocalShip,Fashion,6.72,448,37.78,398.97,Delayed,1,3,5,0,0.084330357,5.62202381
2591,3/1/2024,3/1/2024,3/2/2024,3/2/2024,Northern,Hail,Retail,Same-Day,FastGo,Grocery,11.29,356,70.72,142.47,Delivered,0,4,1,1,0.198651685,6.263950399
2592,6/14/2024,6/15/2024,6/18/2024,6/21/2024,Northern,Hail,Retail,Standard,AramexPlus,Medical,24.21,705,77.54,479.56,Delayed,3,1,6,0,0.109985816,3.202808757
2593,5/28/2024,5/28/2024,6/1/2024,6/1/2024,Southern,Jizan,VIP,Standard,PrimeRoute,Fashion,3.85,246,30.46,121.81,Delivered,0,4,4,1,0.123821138,7.911688312
2594,12/31/2024,1/1/2025,1/2/2025,1/3/2025,Southern,Najran,VIP,Express,PrimeRoute,Medical,24.62,584,91.88,320.69,Delayed,1,3,2,0,0.157328767,3.731925264
2595,8/24/2024,8/25/2024,8/28/2024,8/28/2024,Eastern,Jubail,Retail,Standard,AramexPlus,Home,1.13,197,20.75,841.81,Delivered,0,4,3,1,0.105329949,18.36283186
2596,9/25/2024,9/27/2024,9/30/2024,9/30/2024,Western,Makkah,Business,Standard,PrimeRoute,Fashion,7.26,85,20.06,380.14,Delivered,0,5,3,1,0.236,2.763085399
2597,4/1/2024,4/1/2024,4/1/2024,4/2/2024,Northern,Tabuk,Retail,Same-Day,AramexPlus,Home,8.59,416,72.33,218.57,Delayed,1,3,1,0,0.173870192,8.420256112
2598,6/8/2024,6/10/2024,6/13/2024,6/13/2024,Western,Makkah,Retail,Express,FastGo,Electronics,5.49,496,50.95,1449.56,Delivered,0,4,3,1,0.102721774,9.280510018
2599,8/22/2024,8/23/2024,8/27/2024,8/27/2024,Western,Jeddah,Business,Standard,FastGo,Medical,11.38,488,43.5,326.16,Delivered,0,4,4,1,0.089139344,3.822495606
2600,8/27/2024,8/29/2024,9/3/2024,9/4/2024,Eastern,Dammam,VIP,Standard,FastGo,Medical,25.46,369,48.82,1291.14,Delayed,1,4,6,0,0.132303523,1.917517675
2601,11/21/2024,11/22/2024,11/25/2024,11/25/2024,Southern,Abha,Retail,Standard,FastGo,Grocery,9.06,113,27.48,42.41,Delivered,0,5,3,1,0.243185841,3.033112583
2602,4/8/2024,4/10/2024,4/14/2024,4/15/2024,Southern,Abha,Retail,Standard,AramexPlus,Electronics,2,420,39.12,894.39,Delayed,1,4,5,0,0.093142857,19.56
2603,6/5/2024,6/5/2024,6/11/2024,6/13/2024,Eastern,Khobar,Retail,Standard,LocalShip,Medical,4.19,102,18.45,229.16,Delayed,2,3,8,0,0.180882353,4.403341289
2604,10/14/2024,10/14/2024,10/17/2024,10/19/2024,Eastern,Jubail,Retail,Standard,LocalShip,Grocery,5.54,405,34.68,51.47,Delayed,2,4,5,0,0.08562963,6.259927798
2605,10/30/2024,11/1/2024,11/4/2024,11/6/2024,Southern,Najran,Retail,Express,PrimeRoute,Electronics,7.32,613,72.55,1679.42,Delayed,2,4,5,0,0.118352365,9.911202186
2606,4/1/2024,4/3/2024,4/3/2024,4/3/2024,Western,Jeddah,VIP,Same-Day,PrimeRoute,Grocery,14.16,418,67.56,163.54,Delivered,0,4,0,1,0.161626794,4.771186441
2607,9/24/2024,9/24/2024,9/28/2024,9/28/2024,Eastern,Jubail,Business,Standard,FastGo,Fashion,7.09,321,31.72,308.92,Delivered,0,4,4,1,0.098816199,4.473906911
2608,10/21/2024,10/23/2024,10/24/2024,10/29/2024,Southern,Najran,Business,Same-Day,LocalShip,Grocery,8.47,295,60.53,44.37,Delayed,5,2,6,0,0.205186441,7.146399055
2609,12/8/2024,12/8/2024,12/11/2024,12/13/2024,Southern,Najran,Business,Standard,AramexPlus,Medical,7.35,884,72.1,1273.62,Delayed,2,4,5,0,0.081561086,9.80952381
2610,4/28/2024,4/29/2024,4/30/2024,5/1/2024,Northern,Tabuk,Retail,Same-Day,PrimeRoute,Electronics,10.88,418,76.04,888.43,Delayed,1,4,2,0,0.181913876,6.988970588
2611,3/25/2024,3/25/2024,3/27/2024,3/27/2024,Western,Jeddah,Retail,Express,PrimeRoute,Fashion,10.37,134,32.49,441.05,Delivered,0,5,2,1,0.242462687,3.133076181
2612,1/27/2024,1/28/2024,1/29/2024,1/30/2024,Northern,Tabuk,Business,Express,AramexPlus,Electronics,2.28,783,79.52,3874.92,Delayed,1,4,2,0,0.10155811,34.87719298
2613,12/6/2024,12/6/2024,12/9/2024,12/11/2024,Western,Madinah,Business,Standard,LocalShip,Home,9.58,353,35.31,1428.32,Delayed,2,3,5,0,0.100028329,3.685803758
2614,3/1/2024,3/3/2024,3/8/2024,3/10/2024,Northern,Hail,Business,Standard,AramexPlus,Medical,0.57,666,52.51,1470.13,Delayed,2,3,7,0,0.078843844,92.12280702
2615,7/16/2024,7/17/2024,7/21/2024,7/25/2024,Western,Madinah,Retail,Standard,LocalShip,Home,15.83,407,43.01,1181.05,Delayed,4,1,8,0,0.105675676,2.716993051
2616,6/11/2024,6/11/2024,6/12/2024,6/13/2024,Northern,Hail,Retail,Express,AramexPlus,Medical,5.01,493,60.31,383,Delayed,1,3,2,0,0.122332657,12.03792415
2617,11/20/2024,11/22/2024,11/25/2024,11/27/2024,Southern,Abha,Business,Express,PrimeRoute,Fashion,3.28,745,77.8,193.93,Delayed,2,3,5,0,0.10442953,23.7195122
2618,10/13/2024,10/15/2024,10/21/2024,10/21/2024,Eastern,Jubail,Retail,Standard,PrimeRoute,Home,0.81,209,21.1,406.37,Delivered,0,5,6,1,0.100956938,26.04938272
2619,10/12/2024,10/13/2024,10/17/2024,10/19/2024,Northern,Hail,Business,Standard,AramexPlus,Electronics,1.34,480,42.09,3108.34,Delayed,2,4,6,0,0.0876875,31.41044776
2620,7/6/2024,7/7/2024,7/13/2024,7/13/2024,Northern,Hail,Business,Standard,PrimeRoute,Electronics,8.66,164,30.15,2778.85,Delivered,0,5,6,1,0.183841463,3.481524249
2621,11/11/2024,11/13/2024,11/14/2024,11/15/2024,Northern,Hail,Retail,Express,LocalShip,Fashion,7.99,268,46.48,404.88,Delayed,1,4,2,0,0.173432836,5.817271589
2622,4/1/2024,4/3/2024,4/3/2024,4/8/2024,Southern,Abha,Business,Same-Day,LocalShip,Grocery,2.15,509,71.37,98.84,Delayed,5,1,5,0,0.14021611,33.19534884
2623,9/26/2024,9/27/2024,10/1/2024,10/2/2024,Central,Riyadh,Business,Standard,LocalShip,Grocery,8.7,459,39.91,39.35,Delayed,1,3,5,0,0.086949891,4.587356322
2624,2/18/2024,2/19/2024,2/25/2024,2/27/2024,Western,Jeddah,Retail,Standard,AramexPlus,Grocery,8.46,422,37.87,56.64,Delayed,2,3,8,0,0.089739336,4.476359338
2625,5/19/2024,5/19/2024,5/23/2024,5/25/2024,Eastern,Khobar,Retail,Standard,FastGo,Medical,26.28,372,49.62,761.36,Delayed,2,3,6,0,0.133387097,1.888127854
2626,1/23/2024,1/23/2024,1/28/2024,1/28/2024,Central,Buraydah,Retail,Standard,LocalShip,Home,8.63,29,18.35,1426.99,Delivered,0,5,5,1,0.632758621,2.126303592
2627,1/16/2024,1/17/2024,1/22/2024,1/22/2024,Eastern,Khobar,Retail,Standard,FastGo,Medical,7.37,54,18.6,1310.07,Delivered,0,4,5,1,0.344444444,2.523744912
2628,8/30/2024,9/1/2024,9/5/2024,9/8/2024,Northern,Hail,Business,Standard,LocalShip,Fashion,8.3,893,73.55,395.31,Delayed,3,2,7,0,0.082362822,8.861445783
2629,1/15/2024,1/17/2024,1/22/2024,1/27/2024,Southern,Abha,Business,Standard,FastGo,Grocery,20.99,750,77.15,125.83,Delayed,5,2,10,0,0.102866667,3.67555979
2630,3/8/2024,3/10/2024,3/14/2024,3/16/2024,Southern,Najran,Retail,Standard,PrimeRoute,Fashion,10.94,439,48.84,451.21,Delayed,2,4,6,0,0.111252847,4.464351005
2631,8/15/2024,8/17/2024,8/22/2024,8/22/2024,Central,Buraydah,Retail,Standard,FastGo,Electronics,8.19,452,39.15,4240.17,Delivered,0,4,5,1,0.086615044,4.78021978
2632,5/22/2024,5/23/2024,5/26/2024,5/26/2024,Central,Buraydah,Retail,Standard,FastGo,Medical,3.4,492,37.32,1477.38,Delivered,0,4,3,1,0.075853659,10.97647059
2633,12/10/2024,12/10/2024,12/13/2024,12/13/2024,Western,Madinah,Business,Standard,FastGo,Grocery,10.22,137,25.03,128.2,Delivered,0,5,3,1,0.18270073,2.449119374
2634,7/6/2024,7/6/2024,7/6/2024,7/6/2024,Eastern,Jubail,Retail,Same-Day,PrimeRoute,Medical,1.14,384,48.18,1462.59,Delivered,0,4,0,1,0.12546875,42.26315789
2635,12/7/2024,12/9/2024,12/11/2024,12/13/2024,Southern,Abha,Retail,Express,LocalShip,Home,3.96,318,45.35,1424.03,Delayed,2,4,4,0,0.142610063,11.4520202
2636,3/16/2024,3/16/2024,3/17/2024,3/17/2024,Central,Riyadh,Business,Express,PrimeRoute,Medical,5.06,79,23.4,738.82,Delivered,0,4,1,1,0.296202532,4.624505929
2637,1/23/2024,1/25/2024,1/26/2024,1/26/2024,Eastern,Dammam,VIP,Express,PrimeRoute,Home,4.92,50,21.37,917.04,Delivered,0,4,1,1,0.4274,4.343495935
2638,7/28/2024,7/30/2024,8/5/2024,8/5/2024,Eastern,Jubail,Retail,Standard,PrimeRoute,Medical,5.28,149,21.67,1461.26,Delivered,0,5,6,1,0.145436242,4.104166667
2639,5/20/2024,5/20/2024,5/24/2024,5/24/2024,Western,Madinah,Retail,Standard,FastGo,Grocery,0.97,352,28.38,115.42,Delivered,0,4,4,1,0.080625,29.25773196
2640,8/26/2024,8/26/2024,9/1/2024,9/3/2024,Southern,Jizan,Retail,Standard,FastGo,Grocery,21.61,554,65.99,163.48,Delayed,2,4,8,0,0.119115523,3.053678852
2641,8/25/2024,8/27/2024,8/28/2024,8/29/2024,Southern,Najran,Retail,Same-Day,FastGo,Medical,10.48,559,88.96,1196.21,Delayed,1,3,2,0,0.159141324,8.488549618
2642,2/14/2024,2/16/2024,2/19/2024,2/19/2024,Central,Riyadh,Retail,Express,FastGo,Fashion,4.06,206,30.61,205.45,Delivered,0,4,3,1,0.148592233,7.539408867
2643,1/6/2024,1/7/2024,1/10/2024,1/10/2024,Western,Makkah,Retail,Express,FastGo,Fashion,11.73,377,49.7,51.11,Delivered,0,5,3,1,0.131830239,4.236999147
2644,2/11/2024,2/13/2024,2/14/2024,2/14/2024,Western,Madinah,Retail,Same-Day,AramexPlus,Home,3.12,55,24.39,1253.48,Delivered,0,5,1,1,0.443454545,7.817307692
2645,6/7/2024,6/7/2024,6/12/2024,6/13/2024,Western,Makkah,Retail,Standard,PrimeRoute,Fashion,25.84,100,35.67,56.44,Delayed,1,4,6,0,0.3567,1.380417957
2646,5/22/2024,5/22/2024,5/28/2024,5/28/2024,Central,Buraydah,Business,Standard,AramexPlus,Fashion,2.25,322,27.9,471.98,Delivered,0,5,6,1,0.086645963,12.4
2647,4/25/2024,4/25/2024,4/28/2024,4/28/2024,Western,Madinah,Retail,Express,AramexPlus,Home,1.9,91,20.89,641.75,Delivered,0,4,3,1,0.22956044,10.99473684
2648,5/31/2024,6/2/2024,6/3/2024,6/3/2024,Western,Makkah,Retail,Express,PrimeRoute,Fashion,3.43,391,41.98,476.69,Delivered,0,5,1,1,0.107365729,12.23906706
2649,2/17/2024,2/18/2024,2/22/2024,2/24/2024,Eastern,Jubail,Retail,Standard,LocalShip,Grocery,11.16,25,20.18,40.38,Delayed,2,4,6,0,0.8072,1.808243728
2650,11/24/2024,11/25/2024,11/28/2024,12/2/2024,Northern,Hail,Retail,Standard,AramexPlus,Grocery,9.96,506,51.92,161.64,Returned,4,2,7,0,0.102608696,5.212851406
2651,10/26/2024,10/28/2024,10/31/2024,11/2/2024,Southern,Jizan,Retail,Standard,PrimeRoute,Electronics,5.94,731,61.56,2317.8,Delayed,2,3,5,0,0.084213406,10.36363636
2652,6/26/2024,6/28/2024,7/1/2024,7/1/2024,Northern,Tabuk,Business,Express,PrimeRoute,Home,5.34,316,46.91,1272.04,Delivered,0,4,3,1,0.148449367,8.784644195
2653,10/9/2024,10/10/2024,10/13/2024,10/13/2024,Eastern,Dammam,Retail,Express,AramexPlus,Medical,8.65,108,29.02,524.5,Delivered,0,5,3,1,0.268703704,3.354913295
2654,4/21/2024,4/23/2024,4/26/2024,4/26/2024,Eastern,Dammam,Retail,Standard,PrimeRoute,Grocery,0.96,369,29.22,131.81,Delivered,0,5,3,1,0.079186992,30.4375
2655,9/21/2024,9/23/2024,9/26/2024,9/26/2024,Northern,Hail,VIP,Standard,FastGo,Electronics,4.31,623,53.52,1755.21,Delivered,0,4,3,1,0.085906902,12.41763341
2656,10/27/2024,10/28/2024,10/29/2024,10/29/2024,Western,Makkah,Retail,Same-Day,PrimeRoute,Home,1.98,388,49.57,963.01,Delivered,0,4,1,1,0.127757732,25.03535354
2657,1/18/2024,1/19/2024,1/23/2024,1/25/2024,Eastern,Khobar,Retail,Standard,LocalShip,Medical,3.79,127,19.38,1162.77,Delayed,2,4,6,0,0.152598425,5.113456464
2658,1/5/2024,1/7/2024,1/12/2024,1/12/2024,Eastern,Jubail,Retail,Standard,FastGo,Grocery,8.18,202,26.64,164.24,Delivered,0,5,5,1,0.131881188,3.256723716
2659,6/21/2024,6/23/2024,6/29/2024,7/1/2024,Western,Makkah,Business,Standard,LocalShip,Grocery,2.85,410,32.78,186.17,Delayed,2,4,8,0,0.07995122,11.50175439
2660,3/24/2024,3/26/2024,3/31/2024,3/31/2024,Central,Riyadh,Business,Standard,AramexPlus,Grocery,1.8,197,21.29,20.74,Delivered,0,5,5,1,0.108071066,11.82777778
2661,11/11/2024,11/11/2024,11/12/2024,11/14/2024,Northern,Tabuk,Business,Same-Day,FastGo,Home,11.19,628,96.68,744.53,Delayed,2,3,3,0,0.153949045,8.639857015
2662,5/4/2024,5/4/2024,5/6/2024,5/7/2024,Northern,Hail,Retail,Express,LocalShip,Home,14.41,236,51.99,1410.14,Delayed,1,4,3,0,0.22029661,3.607911173
2663,6/21/2024,6/23/2024,6/28/2024,6/30/2024,Eastern,Jubail,Retail,Standard,AramexPlus,Medical,3.63,281,26.95,573.96,Delayed,2,3,7,0,0.095907473,7.424242424
2664,4/29/2024,4/30/2024,5/3/2024,5/8/2024,Northern,Hail,Retail,Standard,AramexPlus,Electronics,22.19,565,67.2,2125.12,Delayed,5,2,8,0,0.118938053,3.028391167
2665,5/17/2024,5/18/2024,5/21/2024,5/25/2024,Southern,Abha,Retail,Express,LocalShip,Home,17.63,239,56.24,657.88,Delayed,4,2,7,0,0.235313808,3.190017016
2666,9/19/2024,9/21/2024,9/27/2024,9/28/2024,Southern,Jizan,Retail,Standard,FastGo,Fashion,23.22,115,41.19,207.1,Delayed,1,3,7,0,0.358173913,1.773901809
2667,3/12/2024,3/13/2024,3/14/2024,3/14/2024,Western,Makkah,Business,Same-Day,PrimeRoute,Medical,22.38,231,63.13,1023.47,Delivered,0,5,1,1,0.273290043,2.820822163
2668,2/16/2024,2/17/2024,2/20/2024,2/22/2024,Western,Madinah,Retail,Standard,AramexPlus,Electronics,9.59,471,41.22,2128.9,Delayed,2,4,5,0,0.087515924,4.29822732
2669,7/21/2024,7/22/2024,7/28/2024,7/31/2024,Eastern,Dammam,Retail,Standard,AramexPlus,Home,22.71,417,49.02,1397.3,Delayed,3,2,9,0,0.117553957,2.158520476
2670,4/12/2024,4/12/2024,4/16/2024,4/16/2024,Western,Makkah,Retail,Standard,FastGo,Fashion,10.45,355,36.11,233.77,Delivered,0,4,4,1,0.10171831,3.455502392
2671,4/4/2024,4/4/2024,4/10/2024,4/12/2024,Western,Makkah,Business,Standard,AramexPlus,Electronics,10.09,487,42.42,739.17,Delayed,2,3,8,0,0.087104723,4.204162537
2672,5/5/2024,5/6/2024,5/11/2024,5/13/2024,Western,Jeddah,Retail,Standard,LocalShip,Electronics,8.28,37,18.47,1162.41,Delayed,2,4,7,0,0.499189189,2.230676329
2673,9/1/2024,9/2/2024,9/8/2024,9/8/2024,Western,Madinah,VIP,Standard,AramexPlus,Electronics,8.27,246,28.92,4389.49,Delivered,0,4,6,1,0.117560976,3.496977025
2674,10/8/2024,10/8/2024,10/10/2024,10/10/2024,Western,Makkah,Retail,Express,FastGo,Home,6.52,253,36.23,748.47,Delivered,0,5,2,1,0.143201581,5.556748466
2675,8/25/2024,8/27/2024,8/28/2024,8/29/2024,Northern,Tabuk,VIP,Express,LocalShip,Home,20.69,148,52.97,637.92,Delayed,1,4,2,0,0.357905405,2.560173997
2676,6/11/2024,6/12/2024,6/18/2024,6/19/2024,Western,Jeddah,Retail,Standard,LocalShip,Fashion,7.18,341,32.79,178.52,Delayed,1,3,7,0,0.096158358,4.566852368
2677,12/11/2024,12/13/2024,12/15/2024,12/17/2024,Western,Makkah,Retail,Express,AramexPlus,Grocery,20.71,143,43.83,77.24,Delayed,2,4,4,0,0.306503497,2.116368904
2678,9/7/2024,9/7/2024,9/13/2024,9/15/2024,Northern,Hail,Business,Standard,FastGo,Grocery,26.94,179,48.6,162.22,Delayed,2,3,8,0,0.27150838,1.804008909
2679,4/1/2024,4/1/2024,4/2/2024,4/4/2024,Southern,Abha,Retail,Express,PrimeRoute,Medical,24.52,620,94.56,246.89,Delayed,2,4,3,0,0.152516129,3.856443719
2680,9/13/2024,9/14/2024,9/18/2024,9/18/2024,Western,Makkah,VIP,Standard,AramexPlus,Grocery,2.87,426,33.6,25.23,Delivered,0,4,4,1,0.078873239,11.70731707
2681,3/11/2024,3/12/2024,3/16/2024,3/16/2024,Central,Buraydah,Retail,Standard,FastGo,Fashion,10.37,355,36.05,459.98,Delivered,0,4,4,1,0.101549296,3.476374156
2682,6/3/2024,6/5/2024,6/6/2024,6/6/2024,Northern,Tabuk,Retail,Same-Day,FastGo,Fashion,10.16,146,48.82,106.21,Delivered,0,5,1,1,0.334383562,4.80511811
2683,11/30/2024,12/1/2024,12/2/2024,12/7/2024,Northern,Tabuk,VIP,Same-Day,AramexPlus,Home,4.58,896,112.25,248.55,Returned,5,2,6,0,0.125279018,24.50873362
2684,6/8/2024,6/9/2024,6/13/2024,6/13/2024,Western,Makkah,Retail,Standard,PrimeRoute,Grocery,1.22,56,13.78,85.89,Delivered,0,5,4,1,0.246071429,11.29508197
2685,8/3/2024,8/4/2024,8/9/2024,8/11/2024,Northern,Hail,Retail,Standard,FastGo,Grocery,10.92,414,47.32,121.05,Delayed,2,4,7,0,0.114299517,4.333333333
2686,2/24/2024,2/25/2024,2/29/2024,3/2/2024,Western,Jeddah,Retail,Standard,LocalShip,Medical,2.64,368,30.51,594.46,Delayed,2,4,6,0,0.082907609,11.55681818
2687,12/1/2024,12/3/2024,12/4/2024,12/8/2024,Northern,Tabuk,Business,Same-Day,AramexPlus,Electronics,9.63,706,101.77,3562.81,Delayed,4,1,5,0,0.144150142,10.56801661
2688,3/6/2024,3/6/2024,3/12/2024,3/14/2024,Northern,Tabuk,Retail,Standard,PrimeRoute,Grocery,6.6,804,66.58,143.15,Delayed,2,3,8,0,0.082810945,10.08787879
2689,1/6/2024,1/7/2024,1/10/2024,1/12/2024,Southern,Najran,Retail,Standard,LocalShip,Home,9.98,450,48.58,570.58,Delayed,2,3,5,0,0.107955556,4.867735471
2690,6/4/2024,6/6/2024,6/10/2024,6/12/2024,Northern,Hail,Retail,Standard,LocalShip,Electronics,10.39,636,60.13,2909.52,Delayed,2,3,6,0,0.094544025,5.787295476
2691,8/18/2024,8/19/2024,8/20/2024,8/21/2024,Northern,Hail,Retail,Express,FastGo,Medical,8.37,872,94.06,671.79,Delayed,1,3,2,0,0.107866972,11.23775388
