shipment_id,order_date,dispatch_date,promised_delivery_date,delivery_date,region,city,customer_type,shipment_type,carrier,product_category,weight_kg,distance_km,shipping_cost,order_value,delivery_status,delay_days,customer_rating,delivery_time_days,on_time_flag,cost_per_km,cost_per_kg,distance_bucket,delay_category
2114,7/7/2024,7/9/2024,7/15/2024,7/15/2024,Central,Riyadh,Retail,Standard,AramexPlus,Medical,5.34,63,17.42,991.32,Delivered,0,4,6,1,0.276507937,3.262172285,0-100 km,On Time
2115,7/28/2024,7/29/2024,8/4/2024,8/5/2024,Eastern,Dammam,Retail,Standard,AramexPlus,Fashion,8.01,403,36.56,474.11,Delayed,1,4,7,0,0.090719603,4.564294632,300-600 km,1-2 Days Late
2116,11/16/2024,11/18/2024,11/19/2024,11/21/2024,Southern,Jizan,Retail,Same-Day,AramexPlus,Electronics,16.49,327,75.92,2578.99,Delayed,2,4,3,0,0.232171254,4.604002426,300-600 km,1-2 Days Late
2117,3/31/2024,3/31/2024,4/6/2024,4/6/2024,Central,Buraydah,Business,Standard,PrimeRoute,Grocery,1.92,56,14.34,140.78,Delivered,0,5,6,1,0.256071429,7.46875,0-100 km,On Time
2118,11/30/2024,11/30/2024,12/2/2024,12/2/2024,Eastern,Dammam,Retail,Express,FastGo,Home,11.93,366,49.2,1184.81,Delivered,0,4,2,1,0.13442623,4.124056999,300-600 km,On Time
2119,4/22/2024,4/23/2024,4/28/2024,4/29/2024,Eastern,Jubail,Retail,Standard,PrimeRoute,Home,9.36,478,41.39,1465.56,Delayed,1,4,6,0,0.086589958,4.422008547,300-600 km,1-2 Days Late
2120,11/18/2024,11/18/2024,11/19/2024,11/19/2024,Eastern,Khobar,Retail,Same-Day,PrimeRoute,Medical,5.09,454,58.84,1454.86,Delivered,0,4,1,1,0.129603524,11.55992141,300-600 km,On Time
2121,8/10/2024,8/11/2024,8/16/2024,8/19/2024,Northern,Tabuk,Retail,Standard,LocalShip,Fashion,8.74,442,46.91,412.05,Delayed,3,1,8,0,0.106131222,5.367276888,300-600 km,3+ Days Late
2122,9/10/2024,9/10/2024,9/11/2024,9/11/2024,Eastern,Dammam,Retail,Express,LocalShip,Electronics,11.37,43,27.62,1590.44,Delivered,0,5,1,1,0.642325581,2.429199648,0-100 km,On Time
2123,4/6/2024,4/7/2024,4/11/2024,4/11/2024,Western,Makkah,VIP,Standard,PrimeRoute,Fashion,4.34,90,17.97,371.52,Delivered,0,5,4,1,0.199666667,4.140552995,0-100 km,On Time
2124,1/11/2024,1/12/2024,1/18/2024,1/21/2024,Southern,Jizan,Retail,Standard,PrimeRoute,Grocery,29.31,253,55.32,30.8,Delayed,3,1,9,0,0.218656126,1.88741044,100-300 km,3+ Days Late
2125,12/17/2024,12/18/2024,12/20/2024,12/20/2024,Eastern,Dammam,Business,Express,PrimeRoute,Home,8.23,425,49.18,544.45,Delivered,0,4,2,1,0.115717647,5.975698663,300-600 km,On Time
2126,2/6/2024,2/6/2024,2/10/2024,2/12/2024,Southern,Abha,Retail,Standard,FastGo,Fashion,1.09,820,62.25,381.45,Delayed,2,3,6,0,0.075914634,57.11009174,600+ km,1-2 Days Late
2127,2/21/2024,2/23/2024,2/28/2024,3/3/2024,Northern,Tabuk,Retail,Standard,LocalShip,Home,8.42,556,53.44,679.06,Delayed,4,1,9,0,0.096115108,6.346793349,300-600 km,3+ Days Late
2128,2/21/2024,2/23/2024,2/29/2024,3/2/2024,Southern,Abha,Retail,Standard,FastGo,Medical,4.89,776,63.25,1398.88,Delayed,2,4,8,0,0.081507732,12.93456033,600+ km,1-2 Days Late
2129,1/7/2024,1/8/2024,1/10/2024,1/10/2024,Northern,Hail,Business,Express,FastGo,Electronics,21.93,302,66.52,1812.44,Delivered,0,5,2,1,0.220264901,3.033287734,300-600 km,On Time
2130,5/17/2024,5/17/2024,5/19/2024,5/19/2024,Central,Riyadh,Business,Express,PrimeRoute,Electronics,9.74,277,41.13,3301.66,Delivered,0,5,2,1,0.148483755,4.222792608,100-300 km,On Time
2131,2/24/2024,2/25/2024,2/29/2024,2/29/2024,Western,Madinah,Retail,Standard,FastGo,Electronics,27.21,130,38.27,4565.5,Delivered,0,4,4,1,0.294384615,1.40646821,100-300 km,On Time
2132,4/13/2024,4/15/2024,4/18/2024,4/19/2024,Southern,Najran,Retail,Standard,AramexPlus,Electronics,8.57,325,39.73,500.79,Delayed,1,4,4,0,0.122246154,4.635939323,300-600 km,1-2 Days Late
2133,6/6/2024,6/8/2024,6/12/2024,6/13/2024,Western,Makkah,Business,Standard,LocalShip,Fashion,4.74,333,30.44,332.91,Delayed,1,3,5,0,0.091411411,6.421940928,300-600 km,1-2 Days Late
2134,1/29/2024,1/29/2024,1/30/2024,1/30/2024,Eastern,Khobar,Retail,Same-Day,PrimeRoute,Fashion,4.2,81,27.86,378.07,Delivered,0,5,1,1,0.343950617,6.633333333,0-100 km,On Time
2135,3/4/2024,3/5/2024,3/8/2024,3/11/2024,Southern,Najran,Retail,Standard,AramexPlus,Medical,25.92,478,65.56,428.34,Delayed,3,1,6,0,0.137154812,2.529320988,300-600 km,3+ Days Late
2136,5/31/2024,6/1/2024,6/4/2024,6/4/2024,Central,Riyadh,Retail,Standard,FastGo,Medical,3.89,425,34.36,1145.04,Delivered,0,5,3,1,0.080847059,8.832904884,300-600 km,On Time
2137,4/24/2024,4/25/2024,4/26/2024,4/28/2024,Central,Buraydah,Retail,Same-Day,PrimeRoute,Electronics,25.77,451,85.07,1251.96,Delayed,2,4,3,0,0.188625277,3.30112534,300-600 km,1-2 Days Late
2138,3/16/2024,3/18/2024,3/22/2024,3/24/2024,Central,Riyadh,Retail,Standard,LocalShip,Home,4.64,229,25.16,887.43,Delayed,2,4,6,0,0.109868996,5.422413793,100-300 km,1-2 Days Late
2139,12/16/2024,12/17/2024,12/23/2024,12/26/2024,Eastern,Jubail,Retail,Standard,AramexPlus,Fashion,19.81,432,47.45,462.22,Delayed,3,2,9,0,0.109837963,2.395254922,300-600 km,3+ Days Late
2140,2/26/2024,2/28/2024,3/3/2024,3/8/2024,Northern,Tabuk,Retail,Standard,LocalShip,Fashion,3.5,457,42.78,57.57,Delayed,5,2,9,0,0.093610503,12.22285714,300-600 km,3+ Days Late
2141,2/9/2024,2/10/2024,2/16/2024,2/16/2024,Western,Jeddah,Retail,Standard,AramexPlus,Grocery,0.54,329,26.88,156.13,Delivered,0,5,6,1,0.081702128,49.77777778,300-600 km,On Time
2142,2/13/2024,2/14/2024,2/17/2024,2/18/2024,Southern,Jizan,Retail,Standard,FastGo,Grocery,9.28,513,51.69,62.81,Delayed,1,3,4,0,0.100760234,5.570043103,300-600 km,1-2 Days Late
2143,9/28/2024,9/29/2024,10/2/2024,10/2/2024,Central,Riyadh,Retail,Standard,PrimeRoute,Home,8.95,78,21.06,157.08,Delivered,0,5,3,1,0.27,2.353072626,0-100 km,On Time
2144,3/17/2024,3/19/2024,3/21/2024,3/21/2024,Eastern,Jubail,Retail,Express,PrimeRoute,Home,10.22,34,25.84,341.62,Delivered,0,5,2,1,0.76,2.528375734,0-100 km,On Time
2145,2/23/2024,2/24/2024,2/27/2024,2/29/2024,Eastern,Jubail,Retail,Standard,AramexPlus,Grocery,11.44,275,32.9,163.23,Delayed,2,4,5,0,0.119636364,2.875874126,100-300 km,1-2 Days Late
2146,12/30/2024,1/1/2025,1/6/2025,1/6/2025,Eastern,Khobar,Retail,Standard,AramexPlus,Grocery,4.69,178,22.65,109.32,Delivered,0,5,5,1,0.127247191,4.829424307,100-300 km,On Time
2147,6/12/2024,6/12/2024,6/13/2024,6/13/2024,Central,Riyadh,Retail,Same-Day,PrimeRoute,Fashion,4.79,493,61.57,231.1,Delivered,0,5,1,1,0.124888438,12.85386221,300-600 km,On Time
2148,2/4/2024,2/4/2024,2/4/2024,2/6/2024,Western,Makkah,Retail,Same-Day,LocalShip,Home,20.99,50,46.87,209.23,Delayed,2,4,2,0,0.9374,2.23296808,0-100 km,1-2 Days Late
2149,2/16/2024,2/16/2024,2/19/2024,2/19/2024,Central,Buraydah,Retail,Express,AramexPlus,Fashion,7.37,272,38.34,402.38,Delivered,0,4,3,1,0.140955882,5.202170963,100-300 km,On Time
2150,6/29/2024,6/29/2024,6/30/2024,6/30/2024,Eastern,Dammam,Retail,Express,PrimeRoute,Home,8.6,477,52.95,408.01,Delivered,0,5,1,1,0.111006289,6.156976744,300-600 km,On Time
2151,12/21/2024,12/22/2024,12/26/2024,12/27/2024,Eastern,Khobar,Retail,Standard,LocalShip,Home,1.57,109,16.71,1257.36,Delayed,1,3,5,0,0.153302752,10.6433121,100-300 km,1-2 Days Late
2152,7/15/2024,7/17/2024,7/19/2024,7/19/2024,Northern,Hail,VIP,Express,PrimeRoute,Fashion,0.75,580,61.78,373.34,Delivered,0,5,2,1,0.106517241,82.37333333,300-600 km,On Time
2153,10/1/2024,10/2/2024,10/8/2024,10/12/2024,Northern,Hail,VIP,Standard,LocalShip,Medical,1.0,641,51.42,1076.3,Delayed,4,2,10,0,0.080218409,51.42,600+ km,3+ Days Late
2154,8/3/2024,8/3/2024,8/9/2024,8/9/2024,Western,Makkah,Retail,Standard,FastGo,Medical,9.89,351,35.46,579.46,Delivered,0,5,6,1,0.101025641,3.585439838,300-600 km,On Time
2155,4/30/2024,5/1/2024,5/5/2024,5/8/2024,Southern,Najran,Retail,Standard,PrimeRoute,Electronics,1.45,854,64.63,2409.7,Delayed,3,1,7,0,0.075679157,44.57241379,600+ km,3+ Days Late
2156,7/4/2024,7/6/2024,7/10/2024,7/10/2024,Eastern,Dammam,Retail,Standard,PrimeRoute,Electronics,0.51,414,31.11,3414.1,Delivered,0,5,4,1,0.075144928,61.0,300-600 km,On Time
2157,1/31/2024,2/2/2024,2/2/2024,2/4/2024,Southern,Jizan,Retail,Same-Day,PrimeRoute,Electronics,11.45,440,79.03,3112.91,Delayed,2,3,2,0,0.179613636,6.902183406,300-600 km,1-2 Days Late
2158,8/23/2024,8/23/2024,8/23/2024,8/23/2024,Eastern,Khobar,Retail,Same-Day,PrimeRoute,Grocery,10.69,91,36.96,104.77,Delivered,0,5,0,1,0.406153846,3.457436857,0-100 km,On Time
2159,4/17/2024,4/17/2024,4/18/2024,4/18/2024,Western,Madinah,Retail,Express,LocalShip,Fashion,7.31,23,22.1,307.56,Delivered,0,5,1,1,0.960869565,3.023255814,0-100 km,On Time
2160,12/22/2024,12/23/2024,12/29/2024,12/29/2024,Western,Jeddah,Retail,Standard,PrimeRoute,Electronics,6.14,119,20.86,3302.94,Delivered,0,4,6,1,0.175294118,3.397394137,100-300 km,On Time
2161,7/9/2024,7/10/2024,7/13/2024,7/13/2024,Western,Makkah,Retail,Standard,FastGo,Home,0.93,269,24.19,1270.19,Delivered,0,4,3,1,0.089925651,26.01075269,100-300 km,On Time
2162,10/31/2024,10/31/2024,11/4/2024,11/4/2024,Central,Riyadh,Retail,Standard,FastGo,Home,11.33,63,22.21,1445.79,Delivered,0,5,4,1,0.352539683,1.960282436,0-100 km,On Time
2163,3/13/2024,3/15/2024,3/17/2024,3/17/2024,Western,Jeddah,Retail,Express,PrimeRoute,Grocery,8.11,285,39.96,195.27,Delivered,0,5,2,1,0.140210526,4.927250308,100-300 km,On Time
2164,10/18/2024,10/19/2024,10/22/2024,10/22/2024,Central,Riyadh,Retail,Standard,FastGo,Electronics,4.26,186,22.71,3431.64,Delivered,0,5,3,1,0.122096774,5.330985915,100-300 km,On Time
2165,3/12/2024,3/12/2024,3/17/2024,3/17/2024,Northern,Tabuk,VIP,Standard,PrimeRoute,Home,6.52,360,39.86,636.25,Delivered,0,4,5,1,0.110722222,6.113496933,300-600 km,On Time
2166,7/29/2024,7/29/2024,8/3/2024,8/4/2024,Southern,Najran,VIP,Standard,AramexPlus,Home,5.13,150,25.92,815.69,Delayed,1,4,6,0,0.1728,5.052631579,100-300 km,1-2 Days Late
2167,2/26/2024,2/27/2024,3/3/2024,3/5/2024,Eastern,Khobar,Business,Standard,FastGo,Grocery,28.35,162,40.78,129.44,Delayed,2,3,7,0,0.251728395,1.438447972,100-300 km,1-2 Days Late
2168,3/29/2024,3/30/2024,3/30/2024,3/30/2024,Western,Jeddah,Retail,Same-Day,FastGo,Medical,3.05,321,45.58,1474.47,Delivered,0,4,0,1,0.141993769,14.9442623,300-600 km,On Time
2169,8/4/2024,8/4/2024,8/6/2024,8/7/2024,Southern,Abha,Business,Express,FastGo,Home,10.04,734,85.38,412.36,Delayed,1,4,3,0,0.116321526,8.503984064,600+ km,1-2 Days Late
2170,8/4/2024,8/5/2024,8/8/2024,8/10/2024,Northern,Hail,Retail,Express,AramexPlus,Fashion,23.26,556,88.0,478.31,Delayed,2,3,5,0,0.158273381,3.783319003,300-600 km,1-2 Days Late
2171,7/12/2024,7/14/2024,7/15/2024,7/15/2024,Western,Makkah,Retail,Same-Day,FastGo,Medical,7.71,203,42.11,507.41,Delivered,0,4,1,1,0.207438424,5.461738003,100-300 km,On Time
2172,11/12/2024,11/13/2024,11/19/2024,11/19/2024,Western,Madinah,Retail,Standard,PrimeRoute,Home,15.87,169,31.15,983.27,Delivered,0,4,6,1,0.184319527,1.962822936,100-300 km,On Time
2173,10/13/2024,10/14/2024,10/19/2024,10/20/2024,Central,Riyadh,Retail,Standard,LocalShip,Fashion,6.55,299,30.19,71.43,Delayed,1,4,6,0,0.1009699,4.609160305,100-300 km,1-2 Days Late
2174,6/9/2024,6/9/2024,6/15/2024,6/17/2024,Southern,Abha,Retail,Standard,LocalShip,Home,8.25,332,39.84,1191.51,Delayed,2,3,8,0,0.12,4.829090909,300-600 km,1-2 Days Late
2175,7/9/2024,7/11/2024,7/17/2024,7/18/2024,Northern,Hail,Retail,Standard,PrimeRoute,Electronics,6.16,529,49.65,3049.95,Delayed,1,4,7,0,0.093856333,8.060064935,300-600 km,1-2 Days Late
2176,2/23/2024,2/23/2024,2/27/2024,3/3/2024,Northern,Tabuk,Retail,Standard,AramexPlus,Electronics,11.47,594,58.65,1141.9,Delayed,5,1,9,0,0.098737374,5.113339146,300-600 km,3+ Days Late
2177,5/2/2024,5/4/2024,5/5/2024,5/5/2024,Central,Buraydah,Business,Express,AramexPlus,Electronics,10.22,339,45.66,3290.49,Delivered,0,5,1,1,0.134690265,4.467710372,300-600 km,On Time
2178,4/18/2024,4/18/2024,4/21/2024,4/22/2024,Eastern,Dammam,Business,Standard,FastGo,Electronics,28.94,291,47.7,2756.17,Delayed,1,3,4,0,0.163917526,1.648237733,100-300 km,1-2 Days Late
2179,10/9/2024,10/11/2024,10/13/2024,10/13/2024,Southern,Abha,Retail,Express,AramexPlus,Fashion,0.78,142,27.65,394.05,Delivered,0,4,2,1,0.19471831,35.44871795,100-300 km,On Time
2180,5/17/2024,5/19/2024,5/21/2024,5/21/2024,Western,Madinah,Retail,Express,FastGo,Fashion,9.61,334,44.7,206.85,Delivered,0,4,2,1,0.133832335,4.651404787,300-600 km,On Time
2181,1/25/2024,1/26/2024,1/29/2024,1/30/2024,Central,Riyadh,Retail,Standard,LocalShip,Electronics,9.85,226,29.18,4804.85,Delayed,1,4,4,0,0.129115044,2.962436548,100-300 km,1-2 Days Late
2182,7/1/2024,7/3/2024,7/4/2024,7/4/2024,Eastern,Dammam,Retail,Express,AramexPlus,Electronics,1.47,343,36.82,879.76,Delivered,0,5,1,1,0.107346939,25.04761905,300-600 km,On Time
2183,7/19/2024,7/21/2024,7/27/2024,7/27/2024,Eastern,Khobar,Retail,Standard,PrimeRoute,Grocery,6.15,414,35.62,123.84,Delivered,0,5,6,1,0.086038647,5.791869919,300-600 km,On Time
2184,7/27/2024,7/29/2024,8/4/2024,8/4/2024,Eastern,Dammam,Retail,Standard,FastGo,Grocery,8.36,366,34.99,177.16,Delivered,0,5,6,1,0.095601093,4.185406699,300-600 km,On Time
2185,10/27/2024,10/27/2024,11/2/2024,11/4/2024,Southern,Abha,Retail,Standard,PrimeRoute,Electronics,7.13,199,30.78,843.13,Delayed,2,3,8,0,0.154673367,4.316970547,100-300 km,1-2 Days Late
2186,3/23/2024,3/24/2024,3/25/2024,3/25/2024,Northern,Hail,VIP,Same-Day,FastGo,Grocery,8.9,459,76.93,108.79,Delivered,0,4,1,1,0.167603486,8.643820225,300-600 km,On Time
2187,11/16/2024,11/17/2024,11/17/2024,11/17/2024,Western,Madinah,VIP,Same-Day,LocalShip,Electronics,3.92,215,38.22,4306.69,Delivered,0,5,0,1,0.177767442,9.75,100-300 km,On Time
2188,3/23/2024,3/24/2024,3/27/2024,3/27/2024,Central,Riyadh,Retail,Standard,PrimeRoute,Fashion,9.87,207,28.25,264.47,Delivered,0,5,3,1,0.13647343,2.862208713,100-300 km,On Time
2189,3/8/2024,3/8/2024,3/9/2024,3/13/2024,Southern,Najran,Retail,Express,AramexPlus,Home,7.84,783,86.46,800.59,Returned,4,2,5,0,0.110421456,11.02806122,600+ km,3+ Days Late
2190,8/8/2024,8/9/2024,8/13/2024,8/15/2024,Eastern,Khobar,Business,Standard,AramexPlus,Medical,15.55,277,36.29,205.61,Delayed,2,3,6,0,0.13101083,2.333762058,100-300 km,1-2 Days Late
2191,11/8/2024,11/9/2024,11/10/2024,11/10/2024,Central,Buraydah,Retail,Express,PrimeRoute,Fashion,26.52,156,50.72,325.4,Delivered,0,5,1,1,0.325128205,1.912518854,100-300 km,On Time
2192,11/17/2024,11/19/2024,11/22/2024,11/26/2024,Southern,Abha,Retail,Standard,PrimeRoute,Medical,11.68,890,76.61,769.23,Delayed,4,1,7,0,0.086078652,6.559075342,600+ km,3+ Days Late
2193,6/7/2024,6/7/2024,6/8/2024,6/10/2024,Northern,Tabuk,Retail,Express,FastGo,Fashion,15.88,697,89.78,158.31,Delayed,2,3,3,0,0.128809182,5.653652393,600+ km,1-2 Days Late
2194,8/20/2024,8/21/2024,8/24/2024,8/26/2024,Southern,Abha,Retail,Express,LocalShip,Electronics,1.55,295,40.54,4904.37,Delayed,2,4,5,0,0.137423729,26.15483871,100-300 km,1-2 Days Late
2195,2/4/2024,2/5/2024,2/11/2024,2/11/2024,Eastern,Dammam,Retail,Standard,AramexPlus,Fashion,5.51,140,21.41,130.43,Delivered,0,4,6,1,0.152928571,3.885662432,100-300 km,On Time
2196,2/15/2024,2/16/2024,2/21/2024,2/23/2024,Eastern,Jubail,Retail,Standard,AramexPlus,Grocery,10.6,112,24.08,125.05,Delayed,2,4,7,0,0.215,2.271698113,100-300 km,1-2 Days Late
2197,8/30/2024,8/31/2024,9/4/2024,9/4/2024,Central,Riyadh,VIP,Standard,LocalShip,Grocery,3.73,211,23.53,50.19,Delivered,0,5,4,1,0.111516588,6.308310992,100-300 km,On Time
2198,10/18/2024,10/19/2024,10/22/2024,10/22/2024,Eastern,Khobar,VIP,Standard,PrimeRoute,Electronics,7.99,94,21.09,4471.73,Delivered,0,5,3,1,0.224361702,2.639549437,0-100 km,On Time
2199,7/24/2024,7/24/2024,7/24/2024,7/26/2024,Northern,Tabuk,Retail,Same-Day,AramexPlus,Grocery,8.34,747,103.72,183.05,Delayed,2,4,2,0,0.138848728,12.43645084,600+ km,1-2 Days Late
2200,9/19/2024,9/19/2024,9/24/2024,9/28/2024,Northern,Tabuk,Retail,Standard,LocalShip,Grocery,6.33,628,55.76,37.96,Delayed,4,2,9,0,0.088789809,8.808846761,600+ km,3+ Days Late
2201,12/15/2024,12/16/2024,12/17/2024,12/19/2024,Southern,Jizan,Retail,Express,AramexPlus,Electronics,0.86,403,48.11,2974.99,Delayed,2,3,3,0,0.119379653,55.94186047,300-600 km,1-2 Days Late
2202,11/13/2024,11/14/2024,11/19/2024,11/23/2024,Northern,Hail,Retail,Standard,AramexPlus,Electronics,15.85,610,63.82,1410.26,Delayed,4,1,9,0,0.104622951,4.026498423,600+ km,3+ Days Late
2203,2/23/2024,2/23/2024,2/29/2024,3/2/2024,Central,Riyadh,Business,Standard,FastGo,Fashion,25.41,451,52.88,355.38,Delayed,2,4,8,0,0.117250554,2.081070445,300-600 km,1-2 Days Late
2204,7/23/2024,7/24/2024,7/25/2024,7/25/2024,Eastern,Khobar,Retail,Express,PrimeRoute,Medical,17.23,177,42.42,1078.35,Delivered,0,5,1,1,0.239661017,2.46198491,100-300 km,On Time
2205,12/8/2024,12/9/2024,12/9/2024,12/10/2024,Central,Riyadh,Business,Same-Day,LocalShip,Home,8.65,396,58.75,241.87,Delayed,1,4,1,0,0.148358586,6.791907514,300-600 km,1-2 Days Late
2206,11/24/2024,11/25/2024,11/29/2024,11/29/2024,Central,Buraydah,Business,Standard,LocalShip,Home,7.78,37,18.07,1103.82,Delivered,0,4,4,1,0.488378378,2.322622108,0-100 km,On Time
2207,4/2/2024,4/4/2024,4/9/2024,4/10/2024,Southern,Jizan,Retail,Standard,FastGo,Electronics,12.29,458,51.28,2844.51,Delayed,1,4,6,0,0.111965066,4.172497966,300-600 km,1-2 Days Late
2208,7/24/2024,7/25/2024,7/28/2024,7/29/2024,Central,Buraydah,Retail,Express,LocalShip,Fashion,11.29,419,51.98,393.43,Delayed,1,3,4,0,0.124057279,4.604074402,300-600 km,1-2 Days Late
2209,11/5/2024,11/5/2024,11/11/2024,11/12/2024,Eastern,Dammam,Business,Standard,AramexPlus,Grocery,10.53,341,35.47,81.44,Delayed,1,4,7,0,0.104017595,3.368471035,300-600 km,1-2 Days Late
2210,5/22/2024,5/24/2024,5/26/2024,5/27/2024,Northern,Tabuk,Business,Express,LocalShip,Electronics,8.11,116,34.77,2129.25,Delayed,1,4,3,0,0.299741379,4.28729963,100-300 km,1-2 Days Late
2211,3/15/2024,3/15/2024,3/15/2024,3/17/2024,Northern,Tabuk,Business,Same-Day,PrimeRoute,Home,3.76,811,102.83,468.41,Delayed,2,3,2,0,0.126794081,27.34840426,600+ km,1-2 Days Late
2212,7/13/2024,7/13/2024,7/16/2024,7/16/2024,Western,Makkah,Business,Standard,FastGo,Medical,0.87,218,21.6,1418.36,Delivered,0,5,3,1,0.099082569,24.82758621,100-300 km,On Time
2213,4/19/2024,4/21/2024,4/25/2024,4/26/2024,Central,Buraydah,Retail,Standard,LocalShip,Home,25.78,101,35.67,968.66,Delayed,1,4,5,0,0.353168317,1.383630721,100-300 km,1-2 Days Late
2214,5/18/2024,5/19/2024,5/20/2024,5/20/2024,Central,Riyadh,Business,Express,FastGo,Home,8.41,157,31.95,474.27,Delivered,0,5,1,1,0.203503185,3.799048751,100-300 km,On Time
2215,3/13/2024,3/14/2024,3/19/2024,3/20/2024,Eastern,Jubail,Business,Standard,PrimeRoute,Electronics,9.04,420,38.23,2187.69,Delayed,1,4,6,0,0.09102381,4.228982301,300-600 km,1-2 Days Late
2216,6/1/2024,6/2/2024,6/5/2024,6/7/2024,Central,Buraydah,Retail,Standard,LocalShip,Electronics,8.89,437,38.96,2143.24,Delayed,2,4,5,0,0.089153318,4.382452193,300-600 km,1-2 Days Late
2217,4/4/2024,4/6/2024,4/11/2024,4/13/2024,Northern,Hail,Retail,Standard,PrimeRoute,Grocery,22.81,723,77.28,132.85,Delayed,2,3,7,0,0.106887967,3.387987725,600+ km,1-2 Days Late
2218,6/1/2024,6/2/2024,6/5/2024,6/5/2024,Central,Riyadh,Business,Express,LocalShip,Grocery,2.37,290,34.31,131.73,Delivered,0,4,3,1,0.118310345,14.47679325,100-300 km,On Time
2219,9/3/2024,9/5/2024,9/10/2024,9/10/2024,Western,Jeddah,Retail,Standard,AramexPlus,Home,3.07,122,18.56,1059.57,Delivered,0,5,5,1,0.152131148,6.045602606,100-300 km,On Time
2220,12/20/2024,12/22/2024,12/27/2024,1/1/2025,Northern,Tabuk,Retail,Standard,LocalShip,Grocery,24.54,614,72.4,136.85,Delayed,5,2,10,0,0.117915309,2.950285249,600+ km,3+ Days Late
2221,11/1/2024,11/3/2024,11/8/2024,11/8/2024,Southern,Jizan,VIP,Standard,FastGo,Medical,15.54,177,37.54,1435.79,Delivered,0,5,5,1,0.212090395,2.415701416,100-300 km,On Time
2222,12/6/2024,12/7/2024,12/9/2024,12/9/2024,Western,Jeddah,Retail,Express,PrimeRoute,Grocery,10.73,377,48.66,64.29,Delivered,0,4,2,1,0.129071618,4.534948742,300-600 km,On Time
2223,3/16/2024,3/18/2024,3/19/2024,3/19/2024,Eastern,Dammam,Retail,Express,PrimeRoute,Home,4.15,260,34.22,1440.84,Delivered,0,5,1,1,0.131615385,8.245783133,100-300 km,On Time
2224,5/14/2024,5/16/2024,5/21/2024,5/22/2024,Northern,Hail,Retail,Standard,FastGo,Home,4.5,661,55.98,149.04,Delayed,1,3,6,0,0.084689864,12.44,600+ km,1-2 Days Late
2225,3/5/2024,3/6/2024,3/7/2024,3/7/2024,Southern,Najran,Retail,Express,FastGo,Home,11.17,365,58.01,235.38,Delivered,0,4,1,1,0.158931507,5.193375112,300-600 km,On Time
2226,4/6/2024,4/7/2024,4/8/2024,4/8/2024,Northern,Tabuk,Retail,Same-Day,FastGo,Fashion,1.57,434,63.28,441.62,Delivered,0,5,1,1,0.145806452,40.30573248,300-600 km,On Time
2227,6/27/2024,6/27/2024,7/1/2024,7/4/2024,Northern,Tabuk,Retail,Standard,LocalShip,Fashion,1.75,599,49.62,410.42,Delayed,3,1,7,0,0.082838063,28.35428571,300-600 km,3+ Days Late
2228,7/5/2024,7/6/2024,7/9/2024,7/9/2024,Western,Jeddah,Retail,Express,FastGo,Grocery,10.08,159,33.82,107.03,Delivered,0,4,3,1,0.212704403,3.35515873,100-300 km,On Time
2229,3/4/2024,3/5/2024,3/8/2024,3/8/2024,Central,Buraydah,Retail,Express,AramexPlus,Medical,6.36,240,35.21,358.48,Delivered,0,4,3,1,0.146708333,5.536163522,100-300 km,On Time
2230,6/29/2024,7/1/2024,7/2/2024,7/7/2024,Northern,Hail,Retail,Express,LocalShip,Home,21.47,612,90.13,227.86,Delayed,5,2,6,0,0.147271242,4.197950629,600+ km,3+ Days Late
2231,6/20/2024,6/20/2024,6/24/2024,6/29/2024,Eastern,Jubail,Retail,Standard,LocalShip,Medical,11.23,336,35.78,413.89,Delayed,5,1,9,0,0.106488095,3.186108638,300-600 km,3+ Days Late
2232,7/10/2024,7/11/2024,7/14/2024,7/14/2024,Central,Riyadh,Business,Express,LocalShip,Home,6.78,204,33.31,432.65,Delivered,0,4,3,1,0.163284314,4.912979351,100-300 km,On Time
2233,8/11/2024,8/13/2024,8/19/2024,8/19/2024,Western,Madinah,Retail,Standard,PrimeRoute,Medical,4.2,154,21.06,1117.38,Delivered,0,4,6,1,0.136753247,5.014285714,100-300 km,On Time
2234,12/25/2024,12/27/2024,1/2/2025,1/5/2025,Northern,Hail,Business,Standard,LocalShip,Grocery,1.26,543,45.79,131.44,Delayed,3,1,9,0,0.084327808,36.34126984,300-600 km,3+ Days Late
2235,2/15/2024,2/15/2024,2/17/2024,2/18/2024,Southern,Abha,Retail,Express,FastGo,Electronics,12.8,639,81.42,2408.72,Delayed,1,4,3,0,0.12741784,6.3609375,600+ km,1-2 Days Late
2236,11/15/2024,11/15/2024,11/20/2024,11/20/2024,Central,Buraydah,Retail,Standard,FastGo,Home,3.16,59,15.48,983.78,Delivered,0,5,5,1,0.262372881,4.898734177,0-100 km,On Time
2237,10/24/2024,10/24/2024,10/29/2024,10/31/2024,Southern,Abha,Retail,Standard,LocalShip,Medical,1.38,191,24.78,1117.14,Delayed,2,4,7,0,0.12973822,17.95652174,100-300 km,1-2 Days Late
2238,4/24/2024,4/25/2024,4/26/2024,4/28/2024,Central,Buraydah,Business,Same-Day,LocalShip,Fashion,6.18,487,62.87,299.95,Delayed,2,4,3,0,0.129096509,10.17313916,300-600 km,1-2 Days Late
